Id,saleprice
2012,164946.8148
2013,175872.414
2014,185817.1493
2015,196689.2182
2016,188029.4888
2017,186454.7383
2018,166213.5506
2019,142977.9377
2020,127374.3414
2021,124706.0914
2022,178812.5578
2023,159278.5538
2024,249680.4198
2025,299606.1111
2026,181028.6089
2027,161537.5334
2028,159085.742
2029,164294.9113
2030,245881.3494
2031,222002.2963
2032,234883.9944
2033,239406.268
2034,177118.631
2035,202974.3647
2036,196981.4012
2037,201702.5292
2038,241205.4322
2039,211594.5408
2040,271393.9342
2041,234846.4084
2042,194664.1586
2043,178415.3768
2044,175015.1263
2045,198381.3135
2046,148871.0694
2047,152851.7836
2048,139593.8095
2049,149699.5673
2050,171575.7676
2051,132714.2618
2052,127056.28
2053,148866.2337
2054,156159.1485
2055,156558.0765
2056,151357.8404
2057,120486.9506
2058,212955.9951
2059,138760.5839
2060,184976.5638
2061,175117.7682
2062,135037.5578
2063,122952.8574
2064,146872.0214
2065,135737.8991
2066,173117.4154
2067,139204.5929
2068,155899.0165
2069,127370.2033
2070,135249.4064
2071,105436.7503
2072,162382.7792
2073,152984.4943
2074,185376.1158
2075,147434.8532
2076,132039.7403
2077,153955.137
2078,133402.3668
2079,138128.3561
2080,125709.4593
2081,134932.955
2082,149881.2352
2083,139487.4063
2084,129264.8505
2085,129955.069
2086,134848.2559
2087,125993.8766
2088,141217.1425
2089,103410.4994
2090,139084.0591
2091,138870.1084
2092,130855.2451
2093,145546.2526
2094,130237.4606
2095,150832.4724
2096,122804.3778
2097,119823.6434
2098,143206.16
2099,116342.5997
2100,132449.3172
2101,143612.576
2102,141288.2217
2103,104785.7715
2104,149087.1431
2105,132698.8703
2106,148734.4996
2107,181094.6155
2108,123771.1621
2109,120208.1429
2110,146891.8181
2111,167123.4172
2112,140908.367
2113,131064.7031
2114,153800.3011
2115,166912.2675
2116,132063.5098
2117,145657.7206
2118,131733.8726
2119,152293.0061
2120,156549.8413
2121,129062.6549
2122,141004.1883
2123,101723.0325
2124,157845.7128
2125,136649.1782
2126,157231.0822
2127,168389.8686
2128,144164.7009
2129,162566.5289
2130,145891.1545
2131,171781.6537
2132,132431.9903
2133,127519.376
2134,128992.4539
2135,137836.0063
2136,130110.0575
2137,112673.1679
2138,135410.6943
2139,155483.7678
2140,146777.044
2141,164814.8322
2142,131347.1994
2143,180994.697
2144,138185.7365
2145,142184.1231
2146,166879.4828
2147,156599.6325
2148,141249.6868
2149,160014.6065
2150,207015.9948
2151,135965.4687
2152,180851.8829
2153,183698.2049
2154,121446.3508
2155,159465.1934
2156,235728.4765
2157,214071.4619
2158,212217.2428
2159,196821.5369
2160,173720.6707
2161,222247.9176
2162,248885.5824
2163,318950.2948
2164,233661.6218
2165,191213.3998
2166,158949.3569
2167,201358.5426
2168,195536.0955
2169,186770.4134
2170,196977.2017
2171,158621.4064
2172,142959.2014
2173,176113.3991
2174,216282.4447
2175,255903.7668
2176,268696.9525
2177,226935.3761
2178,194194.3275
2179,154350.7366
2180,196214.6154
2181,177585.9504
2182,205017.0511
2183,174383.179
2184,140570.3241
2185,148371.2498
2186,158880.5713
2187,164427.8927
2188,165597.6463
2189,212133.8684
2190,113998.1367
2191,124151.2768
2192,117058.5442
2193,125757.1502
2194,132503.1123
2195,149117.6293
2196,140272.9445
2197,146569.8805
2198,158248.8562
2199,174209.5051
2200,151171.2447
2201,142416.143
2202,186525.958
2203,145427.969
2204,178817.1182
2205,131494.5803
2206,150849.5699
2207,191288.5423
2208,219771.9032
2209,202011.2238
2210,139682.8035
2211,125248.5928
2212,132818.4763
2213,127920.0023
2214,149247.972
2215,123721.2622
2216,158034.8884
2217,162975.9808
2218,153959.0152
2219,122705.4008
2220,176508.6619
2221,271626.2279
2222,248794.6814
2223,270375.8384
2224,199561.2412
2225,146420.0268
2226,183741.9444
2227,203071.7392
2228,246291.3175
2229,220465.7287
2230,164336.8042
2231,199952.2124
2232,178751.318
2233,171913.3112
2234,218076.847
2235,219155.9584
2236,232164.4843
2237,293764.3061
2238,195694.9669
2239,145324.9486
2240,165315.3779
2241,174145.0013
2242,137460.3988
2243,145659.2719
2244,124333.7324
2245,134478.3304
2246,144457.4255
2247,139334.3727
2248,134869.1476
2249,131508.1032
2250,141680.7742
2251,167292.5103
2252,179049.979
2253,160482.5226
2254,171806.8435
2255,187734.1413
2256,174846.2869
2257,199935.1442
2258,161440.9572
2259,173988.7889
2260,164100.8441
2261,176140.7864
2262,195478.8081
2263,298438.3403
2264,273020.595
2265,182749.1767
2266,259448.2856
2267,285590.0601
2268,315810.0512
2269,161439.1693
2270,184298.9285
2271,207371.8098
2272,201709.3609
2273,162705.638
2274,176511.5475
2275,176452.6096
2276,193779.5258
2277,185355.1404
2278,146406.4907
2279,148077.6797
2280,138049.2542
2281,184135.0202
2282,195479.0991
2283,134746.4166
2284,137960.367
2285,146514.9784
2286,137576.7754
2287,321483.9616
2288,249245.8208
2289,300438.3824
2290,357560.821
2291,274697.4783
2292,343239.2015
2293,359724.562
2294,318517.337
2295,353739.4375
2296,237740.9439
2297,281838.6013
2298,299700.8632
2299,304298.8561
2300,276263.0837
2301,265809.8509
2302,231256.2499
2303,215721.4444
2304,222797.4504
2305,195899.8521
2306,190048.2648
2307,192561.5226
2308,205157.0547
2309,265590.7775
2310,201645.4005
2311,195491.2414
2312,176574.1319
2313,173228.6388
2314,175521.5765
2315,170832.3951
2316,183161.8378
2317,188343.1
2318,170823.2485
2319,172646.2019
2320,173301.7792
2321,221841.9861
2322,174848.1579
2323,179795.1934
2324,169644.7156
2325,201908.3758
2326,165807.9915
2327,192892.0087
2328,205201.9197
2329,182364.9467
2330,178972.3859
2331,302368.0903
2332,314268.1613
2333,264490.8461
2334,227913.7567
2335,239141.0269
2336,271228.4697
2337,184225.0571
2338,232537.55
2339,196858.8116
2340,327724.8192
2341,201300.7458
2342,206541.8124
2343,206313.4251
2344,203833.8064
2345,216003.3522
2346,195828.3105
2347,190084.2008
2348,219175.3734
2349,177057.9079
2350,261549.8425
2351,238320.2459
2352,224673.4133
2353,232860.3878
2354,144341.0277
2355,142775.8568
2356,158429.331
2357,189220.0366
2358,188320.0437
2359,149651.7184
2360,125289.5489
2361,155717.4092
2362,239041.7578
2363,157654.3697
2364,175260.6594
2365,218966.8719
2366,184856.7552
2367,204328.9424
2368,207179.6545
2369,209455.7187
2370,173985.3001
2371,174462.7982
2372,188077.4706
2373,235945.2316
2374,243236.8029
2375,223081.2477
2376,238174.0982
2377,256732.1882
2378,158967.9303
2379,208758.88
2380,161879.2664
2381,172205.3251
2382,189787.6002
2383,191181.6474
2384,230261.9578
2385,169197.9229
2386,149865.982
2387,143202.9112
2388,130491.2773
2389,133660.7798
2390,149414.1665
2391,153096.9284
2392,135089.3314
2393,162188.5651
2394,146189.195
2395,198718.3553
2396,157157.091
2397,204354.8654
2398,145781.8327
2399,111111.097
2400,113371.1599
2401,154506.3758
2402,148569.4762
2403,146196.0619
2404,159310.3844
2405,165595.4898
2406,169423.1985
2407,146074.8854
2408,148841.511
2409,142213.1132
2410,180081.8547
2411,127893.418
2412,164646.5161
2413,137134.6516
2414,155174.0832
2415,138355.3092
2416,139587.4341
2417,168381.3802
2418,152207.8639
2419,130001.4236
2420,134746.4018
2421,172761.1241
2422,129459.7069
2423,122940.639
2424,158816.5071
2425,195302.1614
2426,142696.1381
2427,134960.0528
2428,183468.801
2429,144296.1136
2430,145570.4777
2431,133409.5845
2432,146237.2721
2433,158581.4512
2434,146778.4049
2435,158054.9815
2436,133227.8356
2437,138945.8464
2438,137515.103
2439,122654.5096
2440,128204.7561
2441,139018.0105
2442,132449.1835
2443,143525.9022
2444,141753.7819
2445,124173.6797
2446,154190.1008
2447,177188.0093
2448,148376.011
2449,132422.7114
2450,149632.1416
2451,133116.9355
2452,184323.9628
2453,130289.0151
2454,148367.1264
2455,157324.8366
2456,161085.2085
2457,147176.8237
2458,155592.1331
2459,133015.4638
2460,145558.7993
2461,140876.9934
2462,152721.5609
2463,139836.6029
2464,180284.7399
2465,144807.3733
2466,143979.1692
2467,144025.6488
2468,124806.3886
2469,125073.5796
2470,188209.0032
2471,197762.447
2472,157864.9006
2473,149920.2803
2474,158374.4395
2475,195918.8958
2476,127922.6904
2477,139588.7494
2478,158263.0739
2479,125262.1868
2480,175225.524
2481,161411.4026
2482,137283.5883
2483,141824.6617
2484,148893.3137
2485,138248.8369
2486,170693.7439
2487,191729.9809
2488,170439.6052
2489,158538.4126
2490,170803.2374
2491,143629.0204
2492,187017.2103
2493,154790.3047
2494,158067.3646
2495,108814.5768
2496,211505.039
2497,158524.5767
2498,125067.9271
2499,114273.5638
2500,157501.3861
2501,151585.946
2502,152076.5589
2503,129116.9998
2504,183249.3492
2505,202296.2878
2506,227604.5352
2507,253171.8788
2508,229717.4619
2509,200230.8203
2510,193636.983
2511,168646.2597
2512,187860.8849
2513,216864.4518
2514,201114.4823
2515,151631.7611
2516,171815.0367
2517,142852.2561
2518,159426.6945
2519,202522.824
2520,200076.6844
2521,177984.9907
2522,206508.555
2523,140844.09
2524,150356.4585
2525,162338.7985
2526,147820.4031
2527,142984.7208
2528,140385.8921
2529,143910.5188
2530,140803.6254
2531,219923.821
2532,206094.8383
2533,185752.5203
2534,207165.7967
2535,254148.0325
2536,213521.6185
2537,209571.3604
2538,173204.9105
2539,181557.1078
2540,173001.1417
2541,172404.3291
2542,162559.7435
2543,144734.638
2544,145689.2877
2545,148422.965
2546,148105.9651
2547,148540.5903
2548,161354.083
2549,164886.9056
2550,182500.8502
2551,152978.7798
2552,159037.6919
2553,126503.784
2554,125070.4108
2555,151417.3563
2556,123034.8662
2557,134933.8163
2558,176441.8337
2559,135205.0042
2560,145090.2729
2561,153487.0603
2562,135417.5818
2563,152879.4213
2564,186993.9081
2565,156319.7204
2566,170224.408
2567,141029.3973
2568,185959.8384
2569,194841.0581
2570,142494.2774
2571,176227.5627
2572,167829.6258
2573,203039.1751
2574,199685.0209
2575,147109.6828
2576,145540.7928
2577,146141.319
2578,125905.4216
2579,132660.3235
2580,150947.9034
2581,149289.4741
2582,154455.2926
2583,239230.4735
2584,179526.4624
2585,183153.76
2586,214050.827
2587,187297.4064
2588,165959.8362
2589,163510.7654
2590,208141.666
2591,199178.19
2592,204791.5653
2593,208296.6608
2594,172331.8784
2595,187341.2046
2596,259598.969
2597,184109.9064
2598,243141.5225
2599,291841.5851
2600,183760.2517
2601,177964.9577
2602,118705.4815
2603,128242.2425
2604,126826.9061
2605,127220.074
2606,166864.7015
2607,188904.2875
2608,192680.1432
2609,177012.4225
2610,138836.897
2611,153398.7758
2612,164504.3978
2613,154776.6491
2614,144110.3786
2615,165041.1182
2616,167311.1788
2617,187457.0355
2618,192563.7941
2619,190661.8003
2620,177417.7806
2621,170927.6976
2622,178998.9076
2623,213850.6021
2624,270514.8327
2625,246055.071
2626,173042.6177
2627,166397.2381
2628,299939.6137
2629,327821.7935
2630,281399.954
2631,363126.8203
2632,320292.2534
2633,257832.9709
2634,324719.0263
2635,169917.979
2636,179877.217
2637,182754.3035
2638,228414.1329
2639,180705.5148
2640,157898.9328
2641,138829.2731
2642,198259.5367
2643,140309.3191
2644,145487.4538
2645,139942.9849
2646,131608.4965
2647,139255.369
2648,166109.5059
2649,162341.5911
2650,156099.9791
2651,153406.1882
2652,311362.2161
2653,214427.7514
2654,220523.9398
2655,300345.3718
2656,269887.9157
2657,304175.5205
2658,258221.5251
2659,249608.3694
2660,301608.4015
2661,286823.6051
2662,294923.3579
2663,246131.9019
2664,245331.1255
2665,271373.2828
2666,252300.3579
2667,171023.6857
2668,177233.4169
2669,171491.1722
2670,244393.9477
2671,173572.6277
2672,195535.9576
2673,205031.2075
2674,197316.6856
2675,170673.9472
2676,179626.6463
2677,187010.2644
2678,226680.5755
2679,233954.0429
2680,241979.1132
2681,312947.6327
2682,272782.9792
2683,229923.8972
2684,260514.8674
2685,255309.6559
2686,223680.7391
2687,256378.7117
2688,190442.8684
2689,187344.6891
2690,296078.265
2691,182608.2383
2692,146140.9483
2693,190805.7504
2694,153201.9495
2695,183436.3601
2696,176341.9485
2697,183133.4671
2698,192156.8072
2699,178871.0981
2700,159380.1852
2701,167808.7883
2702,139724.7698
2703,143675.2423
2704,153832.9492
2705,149021.7636
2706,147091.0327
2707,151662.0366
2708,145146.4584
2709,133239.243
2710,138776.6623
2711,185126.14
2712,272483.7663
2713,176496.6037
2714,165793.0135
2715,176137.6907
2716,163761.1249
2717,185095.5574
2718,202281.9944
2719,168698.6237
2720,179318.4443
2721,141232.7497
2722,172217.227
2723,156371.143
2724,138187.2557
2725,143818.2866
2726,160102.0043
2727,184470.7947
2728,184665.6557
2729,162067.9213
2730,152357.3317
2731,149118.4818
2732,146320.6091
2733,161066.3909
2734,157551.4262
2735,147742.5203
2736,153017.1331
2737,133709.6567
2738,144296.0333
2739,169349.2945
2740,154416.4861
2741,150077.3327
2742,165839.4209
2743,165177.5522
2744,170780.9232
2745,148651.6484
2746,144879.571
2747,153761.5578
2748,144095.2183
2749,152153.773
2750,170501.495
2751,155383.5939
2752,186381.5244
2753,184633.746
2754,185908.5815
2755,149329.371
2756,133302.0385
2757,134568.3156
2758,142822.6365
2759,160639.8765
2760,157286.9118
2761,155623.0614
2762,154390.6006
2763,190891.6441
2764,165207.6853
2765,241218.4687
2766,156210.8623
2767,128694.1845
2768,145350.1917
2769,143718.9611
2770,146735.2432
2771,133406.2077
2772,137404.3798
2773,179133.1341
2774,145384.9053
2775,147481.7578
2776,147262.069
2777,165774.7258
2778,145607.8726
2779,136972.206
2780,128645.8545
2781,121997.2216
2782,132137.2311
2783,139506.8024
2784,142510.4471
2785,154554.4131
2786,142003.5329
2787,149046.0805
2788,117636.6207
2789,176238.0342
2790,143352.9969
2791,165356.703
2792,127738.4078
2793,173053.2183
2794,144957.6991
2795,147482.1724
2796,132132.8923
2797,185451.0766
2798,149819.8151
2799,140080.5173
2800,114380.8359
2801,131859.2759
2802,135258.1646
2803,160221.7371
2804,154478.5684
2805,136449.8307
2806,122354.8638
2807,159647.6618
2808,162814.9684
2809,152012.6158
2810,142565.4011
2811,186114.7418
2812,166804.7548
2813,166427.0787
2814,157033.3418
2815,133062.6442
2816,211198.3997
2817,181438.3372
2818,148236.9197
2819,175839.3855
2820,146781.3868
2821,143791.226
2822,192192.2885
2823,239683.7236
2824,186109.9286
2825,169308.7924
2826,148937.6346
2827,161692.1163
2828,208687.6202
2829,199091.2328
2830,204456.0938
2831,167869.5041
2832,221928.1738
2833,253089.4256
2834,193957.1293
2835,191295.156
2836,183068.4749
2837,157436.3817
2838,148541.0722
2839,174791.1822
2840,182007.8128
2841,184692.2126
2842,205965.1912
2843,164923.0839
2844,177000.2471
2845,140746.5739
2846,193028.0243
2847,190682.9499
2848,191647.646
2849,183165.5167
2850,241249.5957
2851,196093.0814
2852,201853.7237
2853,212748.5802
2854,161512.3944
2855,183942.1141
2856,180822.0313
2857,174393.4872
2858,188396.8844
2859,151383.3799
2860,160881.2287
2861,147401.627
2862,188395.2524
2863,148984.8679
2864,221897.3042
2865,162075.1404
2866,154955.7381
2867,120474.4401
2868,144099.2333
2869,147233.6631
2870,150431.1202
2871,150239.5172
2872,129884.6652
2873,132449.8881
2874,152256.3139
2875,146063.5816
2876,166155.4445
2877,153286.1951
2878,171098.7681
2879,155074.0532
2880,124345.4749
2881,162284.8894
2882,171081.8225
2883,177062.0886
2884,187136.7278
2885,181337.6951
2886,207198.0586
2887,122184.4768
2888,153795.2246
2889,110788.4642
2890,120296.5811
2891,147509.8706
2892,125663.4242
2893,148140.5406
2894,164121.3434
2895,253551.756
2896,237925.066
2897,197555.1467
2898,154056.1309
2899,189331.6231
2900,166323.994
2901,201504.7512
2902,190750.205
2903,269868.3155
2904,287435.1198
2905,161479.0484
2906,192526.2939
2907,140620.593
2908,146813.625
2909,160909.1422
2910,125541.6905
2911,129165.2067
2912,163998.0259
2913,130223.2999
2914,121619.3089
2915,126746.4537
2916,124823.5273
2917,174450.8579
2918,142361.8935
2919,207341.5805
