"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","saleprice"
"13",1473,160,5,21,1680,2,4,4,1,5,1,3,3,3,4,5,5,5,1971,1971,2,1,7,7,2,492,4,5,2,4,4,4,5,300,6,0,225,525,1,5,2,4,525,567,0,1092,0,0,1,1,3,1,4,6,7,0,3,6,1997,3,1,320,4,5,3,0,0,0,0,0,0,0,3,2010,9,5,96701.5886447469
"14",1474,160,4,24,2280,2,4,4,1,3,1,15,3,3,4,5,6,6,1975,1975,2,1,9,3,3,0,4,5,2,4,4,4,1,514,6,0,341,855,1,5,2,4,855,601,0,1456,0,0,2,1,3,1,3,6,7,1,5,2,1975,3,2,440,4,5,3,173,0,0,0,0,0,0,6,2010,9,5,149269.686280852
"15",1475,120,4,24,2280,2,4,4,1,3,1,15,3,3,4,3,7,6,1975,1975,2,1,9,3,3,0,4,5,2,3,4,4,6,0,6,0,836,836,1,1,2,4,836,0,0,836,0,0,1,0,2,1,4,4,7,0,3,2,1975,3,1,308,4,5,3,0,30,0,0,0,0,0,6,2010,9,5,117690.563425859
"16",1476,60,4,102,12858,2,1,4,1,5,1,16,3,3,1,5,9,5,2009,2010,2,1,11,13,4,162,1,5,3,1,4,4,6,0,6,0,1590,1590,1,1,2,4,1627,707,0,2334,0,0,2,1,3,1,1,10,7,1,3,2,2009,1,3,751,4,5,3,144,133,0,0,0,0,0,1,2010,7,6,350233.209064534
"17",1477,20,4,94,12883,2,1,4,1,1,1,16,3,3,1,3,8,5,2009,2010,2,1,11,13,4,256,3,5,3,3,4,4,6,0,6,0,1544,1544,1,1,2,4,1544,0,0,1544,0,0,2,0,3,1,3,7,7,0,3,2,2009,2,3,868,4,5,3,0,35,0,0,0,0,0,6,2010,7,6,249816.938165134
"18",1478,20,4,90,11520,2,4,4,1,5,1,16,5,3,1,3,9,5,2005,2005,4,1,11,13,2,615,3,5,3,1,4,4,3,110,6,0,1588,1698,1,1,2,4,1698,0,0,1698,0,0,2,0,3,1,1,7,7,1,3,2,2005,1,3,730,4,5,3,192,74,0,0,0,0,0,6,2010,9,5,305765.536040431
"19",1479,20,4,79,14122,2,1,4,1,5,1,16,3,3,1,3,8,5,2005,2006,4,1,6,6,2,240,3,5,3,1,4,4,3,28,6,0,1794,1822,1,1,2,4,1822,0,0,1822,0,0,2,0,3,1,1,8,7,1,3,2,2005,2,3,678,4,5,3,0,119,0,0,0,0,0,2,2010,9,5,290157.382276923
"20",1480,20,4,110,14300,2,4,2,1,5,2,16,3,3,1,3,9,5,2003,2004,4,1,11,13,2,1095,1,5,3,1,4,2,3,1373,6,0,1473,2846,1,1,2,4,2696,0,0,2696,1,0,2,1,3,1,1,10,7,2,3,2,2003,1,3,958,4,5,3,220,150,0,0,0,0,0,6,2010,9,5,426414.851470734
"21",1481,60,4,105,13650,2,4,4,1,1,1,16,3,3,1,5,8,5,2002,2002,2,1,11,13,2,232,3,5,3,3,4,2,3,578,6,0,1093,1671,1,1,2,4,1687,563,0,2250,1,0,2,1,3,1,3,7,7,1,1,2,2002,1,3,756,4,5,3,238,130,0,0,0,0,0,6,2010,9,5,283812.93095139
"22",1482,120,4,41,7132,2,1,4,1,5,1,16,3,3,5,3,8,5,2006,2006,2,1,11,13,4,178,3,5,3,3,4,3,3,24,6,0,1346,1370,1,1,2,4,1370,0,0,1370,0,0,2,0,2,1,3,6,7,1,3,2,2006,2,2,484,4,5,3,120,49,0,0,0,0,0,4,2010,9,5,209568.072618434
"23",1483,20,4,100,18494,2,1,4,1,1,1,9,3,3,1,3,6,5,2005,2005,2,1,11,13,3,0,3,5,3,3,4,4,6,0,6,0,1324,1324,1,1,2,4,1324,0,0,1324,0,0,2,0,3,1,3,6,7,0,3,2,2005,1,2,430,4,5,3,36,23,0,0,0,0,0,1,2010,9,5,189629.138453892
"24",1484,120,4,43,3203,2,4,4,1,5,1,1,3,3,5,3,7,5,2006,2006,2,1,11,13,2,14,3,5,3,3,4,1,3,16,6,0,1129,1145,1,1,2,4,1145,0,0,1145,0,0,2,0,2,1,3,6,7,0,3,2,2006,1,2,437,4,5,3,100,116,0,0,0,0,0,1,2010,9,5,175381.109304518
"25",1485,80,4,67,13300,2,1,4,1,5,1,9,3,3,1,7,7,5,2004,2004,2,1,11,13,3,0,3,5,3,3,4,4,3,326,6,0,58,384,1,1,2,4,744,630,0,1374,1,0,2,1,3,1,3,7,7,1,3,4,2004,1,2,400,4,5,3,100,0,0,0,0,0,0,6,2010,9,5,192490.12097534
"26",1486,60,4,63,8577,2,1,4,1,5,1,9,3,3,1,5,7,5,2004,2004,2,1,11,13,3,0,3,5,3,3,4,4,6,0,6,0,847,847,1,1,2,4,847,886,0,1733,0,0,2,1,3,1,3,7,7,1,3,4,2004,1,2,433,4,5,3,144,48,0,0,0,0,0,4,2010,9,5,207572.035339217
"27",1487,60,4,60,17433,2,2,4,1,2,1,14,3,3,1,5,8,5,1998,1998,4,1,11,13,2,114,3,5,3,1,4,4,6,0,6,0,1629,1629,1,1,2,4,1645,830,0,2475,0,0,2,1,4,1,3,7,7,1,5,2,1998,1,3,962,4,5,3,23,172,0,0,256,0,0,1,2010,9,5,308751.213538745
"28",1488,20,4,73,8987,2,4,4,1,5,1,21,3,3,1,3,8,5,2005,2006,2,1,11,13,2,226,3,5,3,3,4,4,6,0,6,0,1595,1595,1,1,2,4,1595,0,0,1595,0,0,2,0,2,1,3,6,7,1,3,2,2005,2,3,880,4,5,3,144,0,0,0,0,0,0,5,2010,9,5,237107.688399095
"29",1489,20,2,92,9215,2,4,4,1,5,1,21,3,3,1,3,7,5,2009,2010,4,1,11,13,3,0,3,5,3,3,4,4,6,0,6,0,1218,1218,1,1,2,4,1218,0,0,1218,0,0,2,0,2,1,3,4,7,0,3,2,2009,2,2,676,4,5,3,0,136,0,0,0,0,0,4,2010,7,6,193875.469231146
"30",1490,20,2,84,10440,2,4,4,1,1,1,21,3,3,1,3,6,5,2005,2005,2,1,11,13,3,0,3,5,3,1,4,4,3,1414,6,0,54,1468,1,1,2,4,1468,0,0,1468,1,0,2,0,2,1,3,6,7,1,3,2,2005,1,2,528,4,5,3,0,102,0,0,216,0,0,5,2010,9,5,245214.948185009
"31",1491,60,4,70,11920,2,4,4,1,5,1,20,3,3,1,5,7,5,2004,2004,2,1,11,13,2,122,3,5,3,3,4,1,6,0,6,0,831,831,1,1,2,4,831,828,0,1659,0,0,2,1,3,1,3,8,7,0,3,2,2004,2,2,484,4,5,3,144,68,0,0,0,0,0,4,2010,9,5,215906.711634316
"32",1492,30,3,70,9800,2,4,4,1,1,1,20,2,3,1,3,5,5,1920,1950,2,1,12,14,3,0,4,2,1,4,4,4,6,0,6,0,816,816,1,5,1,1,1012,0,0,1012,0,0,1,0,2,1,4,5,7,0,3,6,1920,3,1,429,4,5,3,121,0,80,0,0,0,0,4,2010,9,5,94434.6639854265
"33",1493,20,4,39,15410,2,1,4,1,2,1,19,8,3,1,3,6,6,1974,2002,4,1,9,10,1,250,4,3,2,4,4,2,2,126,3,859,223,1208,1,1,2,4,1494,0,0,1494,1,0,2,0,3,1,4,7,7,2,2,2,1974,1,2,461,4,5,3,296,0,186,0,0,0,0,4,2010,9,1,166013.985788342
"34",1494,60,4,85,13143,2,1,4,1,5,1,14,3,3,1,5,8,5,1993,1993,2,1,7,8,2,504,3,5,3,3,4,4,4,250,3,981,0,1231,1,1,2,4,1251,1098,0,2349,1,0,2,1,4,1,3,9,7,1,5,2,1993,2,3,762,4,5,3,32,130,0,0,0,0,0,6,2010,9,5,278478.421389383
"35",1495,60,4,88,11134,2,4,4,1,5,1,14,3,3,1,5,8,5,1992,1993,2,1,7,7,2,180,3,5,3,3,4,4,3,1129,6,0,261,1390,1,1,2,4,1402,823,0,2225,1,0,2,1,4,1,3,7,7,1,5,2,1992,2,3,713,4,5,3,198,30,0,0,0,0,0,6,2010,9,5,275535.271099926
"36",1496,120,2,25,4835,2,1,4,1,2,1,21,3,3,5,3,7,5,2004,2005,2,1,8,9,3,0,3,5,3,1,4,1,3,1298,6,0,190,1488,1,1,2,4,1488,0,0,1488,1,0,2,0,2,1,3,6,7,1,3,2,2004,1,2,506,4,5,3,168,50,0,0,0,0,0,3,2010,9,5,237816.816056017
"37",1497,160,2,39,3515,2,4,4,1,5,1,21,3,3,5,5,7,5,2004,2004,2,1,11,13,3,0,3,5,3,3,4,4,6,0,6,0,840,840,1,1,2,4,840,840,0,1680,0,0,2,1,2,1,3,3,7,0,3,2,2004,2,2,588,4,5,3,0,111,0,0,0,0,0,1,2010,9,5,186612.945795687
"38",1498,160,2,30,3215,2,4,4,1,5,1,21,3,3,5,5,7,5,2004,2004,2,1,8,9,2,120,3,5,3,3,4,1,3,280,6,0,320,600,1,1,2,4,600,600,0,1200,0,0,2,1,2,1,3,4,7,0,3,6,2004,2,2,480,4,5,3,0,172,0,0,0,0,0,4,2010,3,5,174431.638109315
"39",1499,160,2,24,2544,2,4,4,1,5,1,21,3,3,4,5,7,5,2004,2005,2,1,8,9,3,0,3,5,3,3,4,4,3,368,1,42,190,600,1,1,2,4,600,600,0,1200,1,0,2,1,2,1,3,4,7,0,3,6,2004,2,2,480,4,5,3,0,172,0,0,0,0,0,2,2010,9,5,164934.8535006
"40",1500,160,2,24,2544,2,4,4,1,5,1,21,3,3,4,5,6,5,2005,2005,2,1,11,13,2,216,3,5,3,3,4,4,3,376,6,0,224,600,1,1,2,4,600,636,0,1236,1,0,2,1,2,1,3,4,7,0,3,6,2005,2,2,480,4,5,3,0,166,0,0,0,0,0,5,2010,9,5,156609.824150521
"41",1501,160,2,60,2980,2,4,4,1,1,1,21,3,3,5,5,6,5,2000,2000,2,1,8,9,2,1159,3,5,3,3,4,4,3,466,6,0,290,756,1,1,2,4,756,756,0,1512,1,0,2,1,2,1,3,5,7,0,3,6,2000,3,2,440,4,5,3,0,32,0,0,0,0,0,5,2010,9,5,200087.493755848
"42",1502,160,2,60,2403,2,1,4,1,3,1,21,3,3,5,5,7,5,2003,2003,2,1,11,13,3,0,3,5,3,3,4,4,3,244,6,0,286,530,1,1,2,4,530,550,0,1080,0,0,2,1,2,1,3,4,7,0,3,2,2003,2,2,496,4,5,3,0,50,0,0,0,0,0,6,2010,9,5,156033.773978227
"43",1503,20,2,57,12853,2,1,4,1,5,1,21,3,3,1,3,8,5,2010,2010,2,1,6,6,3,0,3,5,3,1,3,4,3,1032,6,0,610,1642,1,1,2,4,1418,0,0,1418,1,0,1,1,1,1,3,6,7,1,3,2,2010,2,3,852,4,5,3,160,192,0,224,0,0,0,4,2010,7,6,263955.041408989
"44",1504,60,2,68,7379,2,1,4,1,5,1,21,3,3,1,5,8,5,2000,2000,2,1,11,13,3,0,3,5,3,3,4,4,3,484,6,0,491,975,1,1,2,4,975,873,0,1848,1,0,2,1,3,1,3,7,7,1,5,2,2000,2,2,592,4,5,3,280,184,0,0,0,0,0,4,2010,9,5,232262.129340002
"45",1505,20,2,80,8000,2,4,4,1,5,1,21,3,3,1,3,7,5,2002,2002,2,1,11,13,3,0,3,5,3,3,4,4,3,833,6,0,659,1492,1,1,2,4,1492,0,0,1492,1,0,2,0,3,1,3,6,7,1,3,2,2002,2,2,596,4,5,3,277,137,0,0,0,0,0,4,2010,9,5,217884.402352215
"46",1506,20,4,60,10456,2,1,4,1,5,1,17,3,3,1,3,6,6,1967,1967,4,1,7,7,2,120,4,5,2,4,4,4,3,506,6,0,1323,1829,1,3,2,4,1829,0,0,1829,1,0,2,0,4,1,4,8,7,0,3,2,1967,2,2,535,4,5,3,0,76,0,0,0,0,0,5,2010,9,5,189879.40683688
"47",1507,60,4,80,10791,2,4,4,1,5,1,17,3,3,1,5,6,5,1993,1993,2,1,8,9,3,0,4,5,3,3,4,3,3,1137,6,0,143,1280,1,1,2,4,1280,1215,0,2495,1,0,2,1,4,1,3,9,7,1,5,2,1993,3,2,660,4,5,3,224,32,0,0,0,0,0,3,2010,9,5,247676.376228827
"48",1508,50,4,60,18837,2,1,4,1,5,1,17,3,3,1,1,6,5,1978,1978,2,1,8,9,3,0,4,5,3,3,4,3,1,687,4,46,491,1224,1,5,2,4,1287,604,0,1891,0,1,3,0,3,1,4,7,7,1,5,2,1978,2,2,678,4,5,3,0,69,0,0,0,0,0,4,2010,9,5,203142.679032652
"49",1509,60,4,80,9600,2,4,4,1,5,1,17,3,3,1,5,6,6,1971,1971,2,1,8,9,3,0,4,5,2,4,4,4,1,329,6,0,386,715,1,5,2,4,930,715,0,1645,0,0,1,2,4,1,4,7,7,0,3,2,1971,2,2,441,4,5,3,0,78,0,0,0,0,0,6,2010,9,5,166372.915457997
"50",1510,20,4,80,9600,2,4,4,1,5,1,13,3,3,1,3,5,5,1966,1966,4,1,11,13,2,172,4,5,2,4,4,4,5,698,6,0,534,1232,1,5,2,4,1232,0,0,1232,1,0,1,1,3,1,4,6,7,0,3,2,1966,2,2,490,4,5,3,0,224,0,0,0,0,0,4,2010,9,5,140868.443548331
"51",1511,20,4,90,9900,2,4,4,1,1,1,13,3,3,1,3,5,5,1966,1966,4,1,7,7,3,0,4,5,3,3,4,4,2,1059,6,0,150,1209,1,3,2,4,1209,0,0,1209,1,0,1,0,3,1,4,6,7,0,3,2,1966,2,2,504,4,5,3,0,0,120,0,0,0,0,4,2010,3,5,153866.2270518
"52",1512,20,4,88,9680,2,4,4,1,5,1,13,3,3,1,3,5,6,1967,1967,2,1,12,10,2,268,4,5,2,4,4,4,2,1010,6,0,500,1510,1,1,2,4,1510,0,0,1510,1,0,2,0,3,1,3,6,7,0,3,2,1967,2,2,517,4,5,3,0,40,0,0,204,0,0,4,2010,9,5,190454.601655206
"53",1513,80,4,60,10600,2,1,4,1,5,1,13,3,3,1,7,6,5,1964,1964,2,1,7,7,3,0,4,5,2,4,4,4,6,0,6,0,533,533,1,5,2,4,1131,644,0,1775,0,0,2,0,3,1,4,8,7,0,3,2,1964,3,2,480,4,5,3,0,172,0,0,0,0,0,5,2010,1,4,157988.222479424
"54",1514,90,4,98,13260,2,1,4,1,5,1,13,3,3,3,3,5,6,1962,2001,4,1,7,7,2,144,4,5,2,4,4,4,2,1500,6,0,228,1728,1,5,2,4,1728,0,0,1728,2,0,2,0,6,2,4,10,7,0,3,2,2005,3,0,0,4,5,3,0,0,0,0,0,0,0,1,2010,8,1,135323.148760907
"55",1515,50,4,68,9724,2,4,4,1,5,1,13,3,3,1,1,5,7,1952,2002,2,1,8,9,2,265,3,5,2,4,4,4,4,670,6,0,470,1140,1,3,2,4,1929,532,0,2461,0,0,2,0,3,1,4,7,4,2,3,6,1994,3,2,400,4,5,3,0,0,0,0,0,0,0,3,2010,9,5,213637.715031483
"56",1516,50,4,120,17360,2,4,4,1,1,1,13,1,3,1,1,6,6,1949,1950,2,1,8,9,4,340,4,3,2,4,4,4,5,300,6,0,482,782,1,5,2,4,1019,537,0,1556,0,0,2,0,3,1,4,6,7,1,3,2,1949,3,2,470,4,5,3,0,0,150,0,0,0,0,1,2010,9,5,177144.264377231
"57",1517,85,4,75,11380,2,1,4,1,5,1,13,3,3,1,6,6,8,1966,2008,2,1,7,7,2,216,4,5,2,4,4,2,3,944,6,0,136,1080,1,3,2,4,1128,0,0,1128,1,0,1,0,2,1,3,5,7,1,3,2,1966,3,1,315,4,5,3,238,0,0,0,0,0,1500,1,2010,9,5,164483.409809321
"58",1518,90,4,70,8267,2,4,4,1,1,1,13,2,3,3,3,5,5,1958,1958,2,1,7,7,3,0,4,5,2,4,4,4,6,0,6,0,1604,1604,1,5,2,4,1604,0,0,1604,0,0,2,0,4,2,4,8,7,0,3,2,1958,3,2,576,4,5,3,42,0,0,0,0,0,0,3,2010,9,5,127392.689306933
"59",1519,20,4,70,8197,2,4,4,1,5,1,13,3,3,1,3,7,5,2003,2009,2,1,11,13,2,506,3,5,3,3,4,4,3,1188,6,0,292,1480,1,1,2,4,1480,0,0,1480,1,0,2,0,3,1,3,7,7,0,3,2,2003,2,2,620,4,5,3,252,73,0,0,0,0,300,2,2010,9,5,232896.942141656
"60",1520,20,4,60,8050,2,1,4,1,5,1,13,3,3,1,3,5,5,1959,1959,4,1,8,9,2,150,4,5,2,4,4,4,2,856,5,162,125,1143,1,5,2,4,1143,0,0,1143,1,0,1,0,3,1,4,6,7,0,3,2,1959,2,1,308,4,5,3,0,0,0,0,0,0,0,5,2010,9,5,124534.481580298
"61",1521,20,4,87,10725,2,1,4,1,5,1,13,3,3,1,3,5,5,1959,1959,4,1,8,9,2,91,4,5,2,4,4,4,5,936,6,0,270,1206,1,2,2,4,1206,0,0,1206,0,0,1,0,3,1,4,6,7,0,3,2,1959,2,1,312,4,5,3,0,21,0,0,0,0,0,5,2010,9,5,129154.315585789
"62",1522,20,4,80,10032,2,4,4,1,5,1,13,3,3,1,3,6,5,1959,1959,2,1,12,14,4,432,4,5,2,4,4,4,5,734,6,0,510,1244,1,1,2,4,1580,0,0,1580,1,0,1,1,3,1,4,6,7,2,3,2,1956,3,2,440,4,5,3,0,28,0,0,160,0,0,6,2010,9,5,198721.871386799
"63",1523,50,4,60,8382,2,4,4,1,5,1,13,3,3,1,1,4,5,1956,1956,2,1,8,9,3,0,4,5,2,4,4,4,6,0,6,0,832,832,1,5,2,1,832,505,0,1337,0,0,1,0,3,1,4,5,7,0,3,2,1956,3,1,263,4,5,3,0,0,0,0,0,0,0,2,2010,9,5,102443.429826513
"64",1524,20,4,60,10950,2,4,4,1,5,1,13,3,3,1,3,5,7,1952,1952,2,1,13,15,3,0,4,5,2,4,4,4,2,339,6,0,525,864,1,5,2,4,1064,0,0,1064,0,1,1,0,2,1,2,4,7,0,3,6,1952,3,1,318,4,5,3,0,0,0,0,0,0,0,5,2010,9,5,140412.56755673
"65",1525,20,4,119,10895,2,4,4,1,1,1,13,3,3,1,3,5,6,1955,1955,2,1,8,9,3,0,4,3,2,4,4,4,5,648,6,0,324,972,1,5,2,4,972,0,0,972,0,0,1,0,3,1,4,5,7,0,3,2,1955,3,1,305,4,5,3,0,0,205,0,0,0,0,6,2010,9,5,117320.872416175
"66",1526,190,4,70,13587,2,4,4,1,5,1,13,3,3,2,3,5,5,1958,1958,2,1,8,9,3,0,4,5,2,4,4,1,5,532,6,0,456,988,1,5,2,4,988,0,0,988,1,0,1,0,2,1,4,5,7,0,3,2,1958,3,1,264,4,5,3,0,0,0,0,0,0,0,4,2010,9,1,89431.6581560188
"67",1527,30,4,65,7898,2,4,4,1,1,1,13,3,3,1,3,4,7,1920,1994,2,1,8,9,3,0,4,5,1,4,4,4,6,0,6,0,576,576,1,3,2,4,985,0,0,985,0,1,1,0,2,1,4,4,7,0,3,6,1989,3,2,676,4,5,1,0,0,0,0,0,0,0,4,2010,9,5,100245.552323112
"68",1528,50,4,60,8064,2,4,4,1,5,1,13,1,3,1,1,6,8,1948,2004,2,1,13,15,3,0,4,5,2,4,4,4,1,481,5,174,161,816,1,5,2,4,816,408,0,1224,1,0,1,0,3,1,4,5,7,0,3,6,1950,3,1,280,4,5,3,414,0,0,0,0,0,0,5,2010,9,5,141266.458466572
"69",1529,20,4,81,7635,2,1,4,1,1,1,13,3,3,1,3,5,6,1960,1960,2,1,4,14,3,0,4,5,2,4,4,4,5,588,4,350,237,1175,1,1,2,4,1175,0,0,1175,0,0,1,1,3,1,4,6,7,0,3,6,1960,2,2,484,4,5,3,0,0,0,0,0,0,0,6,2010,9,5,138214.222103844
"70",1530,20,4,80,9760,2,4,4,1,5,2,13,3,3,1,3,6,7,1963,1984,4,1,12,14,2,218,4,5,2,4,4,2,2,717,4,263,415,1395,1,5,2,4,1395,0,0,1395,1,0,1,0,2,1,4,7,3,1,5,2,1963,2,2,440,4,5,3,657,0,113,0,240,0,0,5,2010,9,5,180853.581573505
"71",1531,50,5,60,4800,2,4,4,1,1,1,18,3,3,1,1,4,5,1900,1954,4,1,12,14,2,771,4,5,3,4,4,4,1,48,6,0,661,709,1,5,2,4,1157,687,0,1844,1,0,1,0,3,1,4,9,4,2,3,3,1900,3,1,240,4,5,3,84,0,0,0,0,0,0,1,2010,1,1,114380.970180498
"72",1532,30,5,56,4485,2,4,4,1,5,1,18,1,3,1,3,5,7,1920,1950,2,1,12,14,3,0,4,5,3,4,4,4,2,579,6,0,357,936,1,5,2,4,936,0,0,936,1,0,1,0,2,1,4,5,7,1,3,2,2005,3,0,0,4,5,2,51,0,135,0,0,0,0,5,2010,9,5,95745.5490589826
"73",1533,20,5,69,5805,2,4,1,1,5,2,18,3,3,1,3,5,7,1957,1957,4,1,8,9,3,0,4,5,2,4,4,3,2,274,5,1073,0,1347,1,3,2,4,1347,0,0,1347,1,1,1,0,3,1,3,6,7,0,3,6,1957,3,2,551,4,5,3,0,0,0,0,0,0,0,6,2010,9,5,159980.787767726
"74",1534,45,5,50,6900,2,4,4,1,1,1,18,3,3,1,1,6,7,1938,2000,2,1,8,9,3,0,4,5,3,3,4,4,6,0,6,0,827,827,1,3,2,4,827,424,0,1251,0,0,1,0,3,1,2,6,7,0,3,6,1938,3,1,240,1,5,1,0,0,0,0,0,0,0,1,2010,9,5,155119.627856238
"75",1535,50,5,69,11851,2,4,4,1,5,1,18,1,3,1,1,5,7,1948,2009,2,1,11,13,3,0,4,3,1,4,4,4,2,780,6,0,247,1027,1,1,2,4,1027,606,0,1633,0,0,1,0,3,1,3,7,7,1,3,6,1948,3,1,240,4,5,3,0,100,126,0,0,0,0,6,2010,9,5,162107.906482799
